DMY,Current_Price,Open,High,Low,Volume,% Changes
09/16/2022,"2,220.59","2,236.06","2,238.24","2,217.57",3.14B,-0.92%
09/19/2022,"2,219.61","2,223.81","2,227.50","2,216.21",1.62B,-0.04%
09/20/2022,"2,229.02","2,231.81","2,239.26","2,225.30",1.80B,0.42%
09/21/2022,"2,221.93","2,230.23","2,233.92","2,221.90",2.35B,-0.32%
09/22/2022,"2,235.45","2,217.08","2,242.75","2,209.73",1.92B,0.61%
09/23/2022,"2,215.48","2,234.43","2,239.06","2,214.64",1.75B,-0.89%
09/26/2022,"2,199.31","2,207.97","2,209.58","2,190.32",2.55B,-0.73%
09/27/2022,"2,191.60","2,200.90","2,208.63","2,188.71",2.35B,-0.35%
09/28/2022,"2,171.39","2,176.00","2,182.97","2,167.76",2.34B,-0.92%
09/29/2022,"2,155.00","2,182.59","2,192.92","2,150.81",2.31B,-0.75%
09/30/2022,"2,151.00","2,151.86","2,162.26","2,144.49",1.88B,-0.19%
10/3/2022,"2,110.51","2,147.10","2,156.20","2,107.38",2.52B,-1.88%
10/4/2022,"2,132.66","2,135.16","2,141.12","2,116.96",1.92B,1.05%
10/5/2022,"2,137.30","2,144.76","2,149.71","2,130.02",1.62B,0.22%
10/6/2022,"2,144.24","2,145.59","2,158.94","2,144.08",1.94B,0.32%
10/7/2022,"2,136.06","2,146.06","2,149.14","2,124.83",1.40B,-0.38%
10/10/2022,"2,118.78","2,124.44","2,126.48","2,109.27",2.00B,-0.81%
10/11/2022,"2,110.10","2,113.47","2,118.13","2,103.47",1.75B,-0.41%
10/12/2022,"2,112.08","2,113.33","2,118.77","2,105.64",1.91B,0.09%
10/17/2022,"2,123.11","2,113.96","2,128.05","2,098.34",2.23B,0.52%
10/18/2022,"2,148.26","2,131.67","2,155.46","2,129.69",2.26B,1.18%
10/19/2022,"2,147.84","2,151.24","2,157.43","2,141.37",1.52B,-0.02%
10/20/2022,"2,166.89","2,142.39","2,169.22","2,138.25",2.78B,0.89%
10/21/2022,"2,163.63","2,162.92","2,171.03","2,156.23",2.13B,-0.15%
10/25/2022,"2,174.23","2,173.39","2,177.65","2,165.62",2.67B,0.49%
10/26/2022,"2,176.45","2,181.12","2,185.51","2,171.85",3.27B,0.10%
10/27/2022,"2,193.24","2,182.09","2,198.42","2,176.65",2.45B,0.77%
10/28/2022,"2,194.49","2,194.43","2,199.48","2,181.35",1.61B,0.06%
10/31/2022,"2,199.97","2,207.01","2,213.20","2,193.51",1.77B,0.25%
11/1/2022,"2,223.07","2,207.50","2,228.47","2,205.51",1.96B,1.05%
11/2/2022,"2,225.87","2,226.26","2,233.99","2,219.09",1.61B,0.13%
11/3/2022,"2,221.77","2,218.32","2,227.49","2,215.16",1.68B,-0.18%
11/4/2022,"2,224.63","2,225.97","2,239.85","2,222.28",1.80B,0.13%
11/7/2022,"2,218.79","2,232.41","2,236.79","2,214.07",1.97B,-0.26%
11/8/2022,"2,232.84","2,225.19","2,238.03","2,224.67",1.50B,0.63%
11/9/2022,"2,219.37","2,233.00","2,236.99","2,215.09",1.95B,-0.60%
11/10/2022,"2,217.58","2,205.65","2,223.12","2,201.30",1.71B,-0.08%
11/11/2022,"2,246.82","2,243.56","2,251.27","2,232.03",2.57B,1.32%
11/14/2022,"2,226.57","2,237.56","2,244.22","2,218.76",1.79B,-0.90%
11/15/2022,"2,230.68","2,229.33","2,237.65","2,223.58",2.02B,0.18%
11/16/2022,"2,213.87","2,229.03","2,229.51","2,208.68",1.87B,-0.75%
11/17/2022,"2,204.84","2,208.44","2,211.18","2,197.84",1.58B,-0.41%
11/18/2022,"2,205.41","2,205.16","2,211.05","2,196.07",1.59B,0.03%
11/21/2022,"2,212.70","2,200.30","2,217.29","2,196.82",1.54B,0.33%
11/22/2022,"2,206.05","2,213.81","2,226.65","2,200.78",1.99B,-0.30%
11/23/2022,"2,219.39","2,213.22","2,224.17","2,209.67",1.82B,0.60%
11/24/2022,"2,220.33","2,225.96","2,228.26","2,213.65",1.48B,0.04%
11/25/2022,"2,209.66","2,214.62","2,215.68","2,203.68",1.17B,-0.48%
11/28/2022,"2,202.13","2,200.71","2,208.29","2,195.30",1.25B,-0.34%
11/29/2022,"2,217.52","2,205.56","2,218.74","2,199.50",1.65B,0.70%
11/30/2022,"2,233.03","2,218.78","2,234.49","2,211.66",2.60B,0.70%
12/1/2022,"2,236.53","2,240.79","2,243.59","2,232.38",2.03B,0.16%
12/2/2022,"2,222.33","2,235.37","2,236.52","2,218.94",1.33B,-0.63%
12/6/2022,"2,215.64","2,219.36","2,222.25","2,207.91",2.06B,-0.30%
12/7/2022,"2,205.28","2,214.55","2,224.05","2,203.31",1.62B,-0.47%
12/8/2022,"2,203.05","2,207.28","2,208.41","2,193.39",1.60B,-0.10%
12/9/2022,"2,206.22","2,204.46","2,215.59","2,197.49",1.28B,0.14%
12/13/2022,"2,210.70","2,214.62","2,218.43","2,202.14",1.60B,0.20%
12/14/2022,"2,218.53","2,216.22","2,224.50","2,211.49",2.32B,0.35%
12/15/2022,"2,201.69","2,216.73","2,219.33","2,195.76",2.21B,-0.76%
12/16/2022,"2,203.93","2,194.20","2,205.33","2,190.47",2.83B,0.10%
12/19/2022,"2,201.81","2,202.47","2,209.57","2,193.38",2.02B,-0.10%
12/20/2022,"2,188.01","2,203.16","2,204.93","2,176.31",2.06B,-0.63%
12/21/2022,"2,187.99","2,192.00","2,192.71","2,179.46",1.49B,0.00%
12/22/2022,"2,197.44","2,194.26","2,199.01","2,189.44",1.21B,0.43%
12/23/2022,"2,197.79","2,190.12","2,201.77","2,186.20",1.23B,0.02%
12/26/2022,"2,210.31","2,202.16","2,214.59","2,201.39",963.12M,0.57%
12/27/2022,"2,237.64","2,218.02","2,241.77","2,216.26",1.79B,1.24%
12/28/2022,"2,247.34","2,238.33","2,250.61","2,234.11",1.49B,0.43%
12/29/2022,"2,268.16","2,243.07","2,270.30","2,237.90",1.84B,0.93%
12/30/2022,"2,257.94","2,268.24","2,276.54","2,257.66",2.67B,-0.45%
1/3/2023,"2,274.61","2,268.25","2,281.46","2,264.35",2.19B,0.74%
1/4/2023,"2,264.44","2,274.54","2,283.83","2,256.37",2.35B,-0.45%
1/5/2023,"2,247.94","2,265.24","2,268.20","2,241.97",2.97B,-0.73%
1/6/2023,"2,261.48","2,251.26","2,268.84","2,249.53",2.66B,0.60%
1/9/2023,"2,286.56","2,279.03","2,291.21","2,277.92",2.41B,1.11%
1/10/2023,"2,285.87","2,290.42","2,292.83","2,276.49",2.79B,-0.03%
1/11/2023,"2,274.98","2,287.29","2,289.55","2,268.98",2.35B,-0.48%
1/12/2023,"2,276.39","2,278.57","2,282.53","2,265.18",2.42B,0.06%
01/13/2023,"2,266.49","2,282.50","2,288.55","2,255.53",3.31B,-0.43%
01/16/2023,"2,268.10","2,273.15","2,279.73","2,260.39",1.83B,0.07%
01/17/2023,"2,261.78","2,269.50","2,273.91","2,258.34",1.75B,-0.28%
01/18/2023,"2,268.25","2,263.88","2,274.31","2,258.67",2.12B,0.29%
01/19/2023,"2,273.52","2,262.71","2,276.19","2,261.50",1.81B,0.23%
01/20/2023,"2,255.69","2,271.25","2,272.98","2,247.99",2.77B,-0.78%
01/23/2023,"2,264.62","2,261.33","2,274.48","2,256.16",1.87B,0.40%
01/24/2023,"2,262.22","2,272.98","2,280.32","2,261.77",1.65B,-0.11%
01/25/2023,"2,260.35","2,267.40","2,269.32","2,255.22",2.15B,-0.08%
01/26/2023,"2,244.82","2,260.74","2,263.94","2,238.66",2.48B,-0.69%
01/27/2023,"2,258.37","2,249.27","2,263.10","2,242.27",1.90B,0.60%
01/30/2023,"2,257.99","2,261.13","2,263.63","2,250.73",2.15B,-0.02%
01/31/2023,"2,240.18","2,258.60","2,261.10","2,239.08",2.71B,-0.79%
2/1/2023,"2,261.74","2,247.99","2,265.76","2,246.67",2.13B,0.96%
2/2/2023,"2,257.04","2,266.46","2,273.00","2,255.59",1.77B,-0.21%
2/3/2023,"2,266.42","2,258.91","2,269.90","2,251.60",1.61B,0.42%
2/6/2023,"2,254.50","2,261.61","2,264.44","2,251.40",1.24B,-0.53%
2/7/2023,"2,252.48","2,257.76","2,266.10","2,246.50",1.82B,-0.09%
2/8/2023,"2,237.69","2,256.68","2,259.10","2,234.06",2.12B,-0.66%
2/9/2023,"2,235.89","2,237.66","2,241.02","2,219.49",2.25B,-0.08%
2/10/2023,"2,230.55","2,232.94","2,237.80","2,223.12",1.87B,-0.24%
02/13/2023,"2,233.06","2,225.02","2,239.95","2,221.24",1.62B,0.11%
02/14/2023,"2,219.48","2,238.32","2,240.90","2,213.63",3.32B,-0.61%
02/15/2023,"2,215.65","2,218.23","2,227.17","2,207.96",8.19B,-0.17%
02/16/2023,"2,233.38","2,225.77","2,236.32","2,218.07",1.95B,0.80%
02/17/2023,"2,224.12","2,227.16","2,230.80","2,212.61",2.10B,-0.41%
02/20/2023,"2,230.43","2,229.21","2,234.41","2,221.14",1.79B,0.28%
02/21/2023,"2,244.56","2,233.39","2,246.92","2,221.71",2.12B,0.63%
02/22/2023,"2,230.34","2,239.49","2,242.88","2,225.39",1.80B,-0.63%
02/23/2023,"2,219.83","2,227.35","2,229.60","2,212.15",2.21B,-0.47%
02/24/2023,"2,192.90","2,221.28","2,222.93","2,189.38",2.30B,-1.21%
02/27/2023,"2,183.31","2,192.17","2,197.53","2,181.58",1.77B,-0.44%
02/28/2023,"2,173.13","2,193.64","2,199.37","2,169.60",3.18B,-0.47%
3/1/2023,"2,173.60","2,181.14","2,186.68","2,172.37",1.99B,0.02%
3/2/2023,"2,168.72","2,173.46","2,187.69","2,162.28",2.36B,-0.22%
3/3/2023,"2,159.88","2,171.57","2,172.91","2,155.22",2.53B,-0.41%
3/7/2023,"2,174.14","2,169.94","2,185.25","2,169.13",2.38B,0.66%
3/8/2023,"2,163.49","2,155.19","2,168.76","2,145.12",2.14B,-0.49%
3/9/2023,"2,165.89","2,168.64","2,178.19","2,157.68",2.19B,0.11%
3/10/2023,"2,147.32","2,152.00","2,158.61","2,141.67",1.77B,-0.86%
03/13/2023,"2,111.33","2,139.76","2,155.08","2,110.22",3.35B,-1.68%
03/14/2023,"2,045.80","2,100.21","2,111.47","2,037.92",4.56B,-3.10%
03/15/2023,"2,105.63","2,075.73","2,119.41","2,074.82",2.85B,2.92%
03/16/2023,"2,092.09","2,083.16","2,099.69","2,068.27",2.75B,-0.64%
03/17/2023,"2,107.28","2,107.81","2,120.16","2,094.25",2.83B,0.73%
03/20/2023,"2,092.58","2,101.44","2,115.79","2,075.21",2.35B,-0.70%
03/21/2023,"2,125.55","2,106.02","2,129.68","2,101.91",2.13B,1.58%
03/22/2023,"2,139.67","2,137.77","2,144.41","2,129.33",2.10B,0.66%
03/23/2023,"2,152.16","2,135.42","2,160.34","2,129.14",2.15B,0.58%
03/24/2023,"2,149.56","2,157.33","2,162.27","2,145.43",1.49B,-0.12%
03/27/2023,"2,149.21","2,154.15","2,155.32","2,140.69",1.27B,-0.02%
03/28/2023,"2,167.87","2,161.11","2,169.63","2,159.03",2.08B,0.87%
03/29/2023,"2,175.29","2,175.14","2,181.62","2,162.55",1.57B,0.34%
03/30/2023,"2,169.55","2,175.98","2,181.54","2,160.24",1.58B,-0.26%
03/31/2023,"2,177.85","2,171.44","2,184.54","2,168.56",1.20B,0.38%
4/3/2023,"2,161.33","2,180.38","2,185.85","2,152.97",1.44B,-0.76%
4/4/2023,"2,152.91","2,163.55","2,166.96","2,146.70",1.48B,-0.39%
4/5/2023,"2,118.45","2,152.02","2,153.51","2,115.82",1.75B,-1.60%
4/7/2023,"2,129.12","2,121.68","2,137.89","2,118.34",1.57B,0.50%
4/10/2023,"2,155.96","2,129.02","2,161.94","2,119.59",1.46B,1.26%
4/11/2023,"2,160.90","2,159.37","2,162.86","2,149.56",1.72B,0.23%
4/12/2023,"2,152.81","2,161.75","2,162.51","2,133.79",1.78B,-0.37%
04/17/2023,"2,163.70","2,152.44","2,170.51","2,144.92",1.92B,0.51%
04/18/2023,"2,153.06","2,162.93","2,165.11","2,145.95",1.70B,-0.49%
04/19/2023,"2,134.69","2,143.89","2,155.41","2,131.93",1.94B,-0.85%
04/20/2023,"2,111.77","2,133.12","2,137.46","2,106.99",2.34B,-1.07%
04/21/2023,"2,100.91","2,109.74","2,122.65","2,086.77",2.92B,-0.51%
04/24/2023,"2,100.95","2,096.01","2,105.80","2,092.23",1.61B,0.00%
04/25/2023,"2,078.61","2,100.40","2,103.78","2,075.75",2.34B,-1.06%
04/26/2023,"2,084.30","2,084.78","2,093.80","2,066.95",2.10B,0.27%
04/27/2023,"2,063.73","2,077.18","2,078.43","2,055.45",1.46B,-0.99%
04/28/2023,"2,059.63","2,071.26","2,081.05","2,051.30",1.64B,-0.20%
5/2/2023,"2,065.32","2,065.68","2,071.18","2,048.04",1.73B,0.28%
5/3/2023,"2,071.49","2,055.01","2,073.70","2,033.52",2.55B,0.30%
5/8/2023,"2,114.47","2,085.19","2,114.47","2,076.90",2.28B,2.07%
5/9/2023,"2,116.18","2,113.93","2,124.50","2,102.28",2.32B,0.08%
5/10/2023,"2,120.71","2,112.03","2,124.61","2,104.06",1.90B,0.21%
5/11/2023,"2,115.28","2,122.90","2,131.09","2,111.41",2.38B,-0.26%
5/12/2023,"2,108.37","2,111.34","2,115.31","2,088.01",2.74B,-0.33%
05/15/2023,"2,081.49","2,122.80","2,122.80","2,074.88",3.37B,-1.27%
05/16/2023,"2,078.13","2,080.94","2,088.61","2,073.24",2.66B,-0.16%
05/17/2023,"2,051.71","2,080.24","2,082.26","2,041.83",2.66B,-1.27%
05/18/2023,"2,058.67","2,063.87","2,082.06","2,058.67",2.31B,0.34%
05/19/2023,"2,044.15","2,062.46","2,064.72","2,040.00",2.41B,-0.71%
05/22/2023,"2,065.93","2,028.44","2,069.54","2,008.17",2.60B,1.07%
05/23/2023,"2,068.92","2,060.24","2,072.68","2,046.07",2.63B,0.14%
05/24/2023,"2,068.70","2,061.94","2,079.29","2,060.59",1.88B,-0.01%
05/25/2023,"2,067.17","2,069.57","2,076.01","2,058.28",2.21B,-0.07%
05/26/2023,"2,058.31","2,062.85","2,067.49","2,053.73",1.64B,-0.43%
05/29/2023,"2,074.34","2,065.94","2,077.38","2,065.94",1.55B,0.78%
05/30/2023,"2,064.63","2,077.17","2,080.59","2,058.39",1.93B,-0.47%
05/31/2023,"2,059.87","2,048.29","2,060.02","2,042.28",3.31B,-0.23%
6/1/2023,"2,043.83","2,061.31","2,066.98","2,042.62",2.43B,-0.78%
6/2/2023,"2,059.48","2,052.36","2,065.24","2,047.92",2.09B,0.77%
6/6/2023,"2,055.19","2,069.61","2,072.28","2,052.02",2.42B,-0.21%
6/7/2023,"2,062.86","2,058.93","2,064.14","2,045.37",2.20B,0.37%
6/8/2023,"2,104.43","2,063.56","2,104.43","2,058.65",2.53B,2.02%
6/9/2023,"2,096.69","2,102.36","2,103.88","2,088.55",1.82B,-0.37%
6/12/2023,"2,092.09","2,090.00","2,099.15","2,085.08",1.69B,-0.22%
06/13/2023,"2,109.51","2,094.39","2,116.15","2,093.14",1.64B,0.83%
06/14/2023,"2,106.34","2,114.69","2,120.31","2,103.10",1.73B,-0.15%
06/15/2023,"2,106.60","2,106.53","2,114.12","2,099.87",1.77B,0.01%
06/16/2023,"2,108.61","2,113.98","2,121.96","2,089.43",2.24B,0.10%
06/19/2023,"2,109.60","2,103.45","2,118.51","2,098.50",1.34B,0.05%
06/20/2023,"2,079.21","2,089.20","2,096.76","2,070.98",2.29B,-1.44%
06/21/2023,"2,057.76","2,073.05","2,074.94","2,048.95",1.89B,-1.03%
06/22/2023,"2,040.97","2,062.04","2,063.23","2,033.79",2.19B,-0.82%
06/23/2023,"2,037.93","2,034.14","2,046.11","2,022.76",1.66B,-0.15%
06/26/2023,"2,014.17","2,036.12","2,042.05","2,011.13",2.24B,-1.17%
06/27/2023,"2,002.79","2,018.71","2,029.24","2,002.79",1.65B,-0.56%
06/28/2023,"1,988.25","2,011.13","2,014.97","1,985.55",2.64B,-0.73%
06/29/2023,"2,004.16","1,990.16","2,021.94","1,978.94",3.14B,0.80%
06/30/2023,"2,039.87","2,019.01","2,044.12","2,016.62",3.03B,1.78%
7/3/2023,"2,046.23","2,046.50","2,048.93","2,027.70",1.37B,0.31%
7/4/2023,"2,058.89","2,041.08","2,065.75","2,037.96",2.00B,0.62%
7/5/2023,"2,052.38","2,053.79","2,060.33","2,047.15",1.92B,-0.32%
7/6/2023,"2,026.16","2,042.56","2,046.97","2,018.70",2.03B,-1.28%
7/7/2023,"2,025.26","2,012.25","2,034.30","2,001.08",1.46B,-0.04%
7/10/2023,"2,036.05","2,030.30","2,038.69","2,012.47",1.60B,0.53%
7/11/2023,"2,037.69","2,046.56","2,049.56","2,029.62",1.41B,0.08%
7/12/2023,"2,032.16","2,044.24","2,054.10","2,026.34",2.38B,-0.27%
07/13/2023,"2,036.74","2,032.56","2,042.01","2,026.90",1.72B,0.23%
07/14/2023,"2,072.66","2,043.15","2,074.89","2,043.15",2.25B,1.76%
07/17/2023,"2,084.96","2,077.24","2,091.33","2,067.28",2.73B,0.59%
07/18/2023,"2,097.46","2,082.46","2,098.18","2,082.46",2.40B,0.60%
07/19/2023,"2,097.92","2,100.31","2,112.72","2,087.82",2.92B,0.02%
07/20/2023,"2,076.03","2,096.98","2,105.43","2,075.58",2.28B,-1.04%
07/21/2023,"2,089.10","2,080.40","2,094.32","2,068.51",2.53B,0.63%
07/24/2023,"2,083.98","2,089.23","2,102.23","2,077.63",2.17B,-0.25%
07/25/2023,"2,088.85","2,092.53","2,099.51","2,077.66",1.81B,0.23%
07/26/2023,"2,086.53","2,090.63","2,094.20","2,078.53",1.61B,-0.11%
07/27/2023,"2,115.63","2,090.51","2,120.54","2,080.87",2.89B,1.39%
07/31/2023,"2,134.63","2,125.57","2,142.14","2,122.63",2.54B,0.90%
8/2/2023,"2,127.10","2,124.76","2,143.42","2,119.02",2.53B,-0.35%
8/3/2023,"2,093.81","2,115.74","2,120.22","2,093.07",2.81B,-1.57%
8/4/2023,"2,096.22","2,096.51","2,110.80","2,095.39",2.43B,0.12%
8/7/2023,"2,102.73","2,100.74","2,114.90","2,081.93",2.01B,0.31%
8/8/2023,"2,080.48","2,106.00","2,108.84","2,080.48",1.72B,-1.06%
8/9/2023,"2,096.01","2,084.88","2,096.01","2,075.05",2.05B,0.75%
8/10/2023,"2,103.12","2,095.67","2,103.12","2,080.23",2.39B,0.34%
8/11/2023,"2,105.27","2,105.63","2,113.42","2,095.00",3.47B,0.10%
08/15/2023,"2,080.94","2,103.80","2,105.85","2,074.97",2.55B,-1.16%
08/16/2023,"2,079.45","2,074.98","2,081.73","2,059.91",2.74B,-0.07%
08/17/2023,"2,092.52","2,071.64","2,095.93","2,066.89",2.48B,0.63%
08/18/2023,"2,077.54","2,087.20","2,090.31","2,071.96",2.81B,-0.72%
08/21/2023,"2,089.19","2,083.62","2,095.38","2,071.92",2.02B,0.56%
08/22/2023,"2,117.06","2,104.34","2,121.39","2,098.67",4.17B,1.33%
08/23/2023,"2,120.08","2,123.52","2,129.80","2,111.96",3.44B,0.14%
08/24/2023,"2,133.03","2,126.78","2,143.43","2,126.78",3.64B,0.61%
08/25/2023,"2,134.73","2,127.92","2,137.52","2,121.42",2.83B,0.08%
08/28/2023,"2,136.54","2,142.46","2,147.02","2,132.38",2.76B,0.08%
08/29/2023,"2,144.27","2,141.02","2,152.14","2,136.26",2.71B,0.36%
08/30/2023,"2,153.99","2,152.02","2,160.27","2,148.36",2.80B,0.45%
08/31/2023,"2,133.59","2,150.77","2,152.41","2,131.72",6.04B,-0.95%
9/1/2023,"2,131.46","2,138.67","2,143.29","2,127.07",2.60B,-0.10%
9/4/2023,"2,113.14","2,135.69","2,137.38","2,109.90",2.54B,-0.86%
9/5/2023,"2,111.00","2,112.84","2,120.35","2,106.97",2.13B,-0.10%
9/6/2023,"2,113.10","2,110.13","2,122.13","2,104.44",2.56B,0.10%
9/7/2023,"2,114.24","2,112.54","2,125.19","2,108.62",1.97B,0.05%
9/8/2023,"2,107.69","2,114.99","2,119.59","2,107.22",1.48B,-0.31%
9/11/2023,"2,099.20","2,109.83","2,112.76","2,091.42",1.68B,-0.40%
9/12/2023,"2,108.05","2,104.60","2,115.98","2,103.02",1.97B,0.42%
09/13/2023,"2,095.82","2,109.71","2,109.71","2,090.63",1.87B,-0.58%
09/14/2023,"2,110.18","2,099.97","2,114.36","2,090.96",1.64B,0.69%
09/15/2023,"2,107.43","2,118.09","2,119.31","2,105.81",2.13B,-0.13%
09/18/2023,"2,087.32","2,103.10","2,103.10","2,084.87",1.68B,-0.95%
09/19/2023,"2,080.51","2,087.39","2,092.80","2,077.81",1.79B,-0.33%
09/20/2023,"2,058.55","2,078.56","2,078.56","2,050.97",2.39B,-1.06%
09/21/2023,"2,066.69","2,053.15","2,071.29","2,050.65",1.75B,0.40%
09/22/2023,"2,080.66","2,066.69","2,088.31","2,059.82",2.25B,0.68%
09/25/2023,"2,058.90","2,083.58","2,084.29","2,058.90",1.69B,-1.05%
09/26/2023,"2,043.27","2,054.69","2,070.67","2,042.56",2.41B,-0.76%
09/27/2023,"2,048.26","2,044.39","2,051.37","2,034.94",1.98B,0.24%
09/28/2023,"2,027.24","2,048.93","2,061.77","2,024.75",2.51B,-1.03%
09/29/2023,"2,006.06","2,026.55","2,030.29","2,006.06",2.25B,-1.04%
10/2/2023,"2,008.05","2,009.48","2,019.77","1,993.79",1.93B,0.10%
10/3/2023,"1,975.78","1,990.72","1,992.91","1,969.35",3.09B,-1.61%
10/4/2023,"1,979.07","1,949.86","1,984.84","1,948.68",2.61B,0.17%
10/5/2023,"1,980.80","1,983.09","1,986.51","1,966.33",1.82B,0.09%
10/6/2023,"1,957.40","1,988.28","1,988.68","1,951.30",1.79B,-1.18%
10/9/2023,"1,949.43","1,952.95","1,955.04","1,936.41",1.94B,-0.41%
10/10/2023,"1,957.20","1,965.86","1,966.32","1,949.34",1.80B,0.40%
10/11/2023,"1,991.07","1,963.17","1,993.00","1,958.29",2.34B,1.73%
10/12/2023,"1,982.36","1,991.65","1,995.00","1,978.23",1.52B,-0.44%
10/16/2023,"1,950.00","1,971.96","1,976.10","1,932.50",2.46B,-1.63%
10/17/2023,"1,959.46","1,957.60","1,971.02","1,952.61",1.78B,0.49%
10/18/2023,"1,972.81","1,958.58","1,981.34","1,955.53",2.58B,0.68%
10/19/2023,"1,950.12","1,951.44","1,957.62","1,943.23",1.69B,-1.15%
10/20/2023,"1,917.61","1,945.06","1,949.01","1,913.85",2.53B,-1.67%
10/24/2023,"1,904.10","1,913.31","1,916.15","1,900.00",1.96B,-0.70%
10/25/2023,"1,919.35","1,920.99","1,939.13","1,915.80",1.94B,0.80%
10/26/2023,"1,877.31","1,908.21","1,910.66","1,875.07",1.88B,-2.19%
10/27/2023,"1,904.44","1,894.48","1,909.05","1,872.02",1.72B,1.45%
10/30/2023,"1,917.24","1,894.69","1,922.02","1,894.34",1.30B,0.67%
10/31/2023,"1,895.93","1,916.14","1,916.41","1,884.52",1.69B,-1.11%
11/1/2023,"1,892.97","1,894.35","1,904.82","1,881.87",2.01B,-0.16%
11/2/2023,"1,925.71","1,911.74","1,932.48","1,910.87",1.84B,1.73%
11/3/2023,"1,947.45","1,939.45","1,954.32","1,934.25",1.86B,1.13%
11/6/2023,"1,942.23","1,962.93","1,964.33","1,942.23",1.71B,-0.27%
11/7/2023,"1,930.94","1,936.01","1,949.04","1,927.44",1.59B,-0.58%
11/8/2023,"1,933.30","1,933.72","1,943.34","1,926.35",1.75B,0.12%
11/9/2023,"1,926.60","1,932.18","1,935.26","1,903.53",1.85B,-0.35%
11/10/2023,"1,903.32","1,907.78","1,927.01","1,899.49",2.12B,-1.21%
11/13/2023,"1,902.63","1,905.94","1,907.63","1,886.65",2.21B,-0.04%
11/14/2023,"1,900.60","1,907.69","1,911.97","1,888.91",2.15B,-0.11%
11/15/2023,"1,942.81","1,924.73","1,946.75","1,922.76",2.86B,2.22%
11/16/2023,"1,942.30","1,939.69","1,944.56","1,930.95",2.07B,-0.03%
11/17/2023,"1,938.27","1,929.48","1,950.19","1,927.06",1.89B,-0.21%
11/20/2023,"1,945.23","1,938.07","1,946.38","1,929.89",1.62B,0.36%
11/21/2023,"1,950.83","1,957.26","1,957.26","1,942.22",1.59B,0.29%
11/22/2023,"1,936.20","1,947.54","1,949.37","1,925.44",1.50B,-0.75%
11/23/2023,"1,922.67","1,937.49","1,937.67","1,913.90",1.31B,-0.70%
11/24/2023,"1,911.18","1,924.10","1,929.96","1,907.59",1.14B,-0.60%
11/27/2023,"1,907.17","1,904.00","1,913.64","1,894.29",1.41B,-0.21%
11/28/2023,"1,919.99","1,916.97","1,927.36","1,908.77",1.37B,0.67%
11/29/2023,"1,901.91","1,925.45","1,926.17","1,900.75",1.78B,-0.94%
11/30/2023,"1,888.94","1,903.87","1,905.02","1,877.05",3.07B,-0.68%
12/1/2023,"1,890.08","1,891.07","1,895.05","1,879.12",1.25B,0.06%
12/4/2023,"1,896.00","1,883.33","1,904.68","1,880.34",1.29B,0.31%
12/6/2023,"1,901.56","1,894.83","1,908.54","1,887.94",1.39B,0.29%
12/7/2023,"1,885.06","1,888.87","1,893.23","1,876.39",1.60B,-0.87%
12/8/2023,"1,890.48","1,890.08","1,902.01","1,882.87",1.43B,0.29%
12/12/2023,"1,882.99","1,894.20","1,894.67","1,876.22",1.45B,-0.40%
12/13/2023,"1,861.41","1,877.01","1,877.99","1,856.01",1.46B,-1.15%
12/14/2023,"1,892.00","1,879.76","1,895.10","1,873.82",1.49B,1.64%
12/15/2023,"1,910.38","1,900.63","1,920.87","1,895.88",2.34B,0.97%
12/18/2023,"1,914.31","1,903.88","1,918.49","1,898.00",1.10B,0.21%
12/19/2023,"1,918.68","1,917.71","1,922.01","1,909.12",1.26B,0.23%
12/20/2023,"1,924.42","1,923.30","1,935.57","1,918.29",1.60B,0.30%
12/21/2023,"1,929.13","1,915.79","1,934.63","1,914.75",1.63B,0.24%
12/22/2023,"1,930.14","1,932.66","1,933.01","1,919.57",1.35B,0.05%
12/25/2023,"1,935.38","1,929.47","1,936.75","1,928.55",847.19M,0.27%
12/26/2023,"1,940.74","1,933.43","1,942.35","1,930.45",1.13B,0.28%
12/27/2023,"1,934.18","1,943.01","1,944.57","1,929.16",1.53B,-0.34%
12/28/2023,"1,938.83","1,935.13","1,945.71","1,934.93",1.80B,0.24%
1/2/2024,"1,961.12","1,938.14","1,963.60","1,934.25",1.94B,1.15%
1/3/2024,"1,952.65","1,958.19","1,964.00","1,947.73",2.14B,-0.43%
1/4/2024,"1,955.68","1,949.93","1,958.10","1,938.17",1.98B,0.16%
1/5/2024,"1,941.17","1,951.43","1,959.69","1,937.18",1.62B,-0.74%
1/8/2024,"1,927.80","1,940.13","1,942.23","1,921.37",1.67B,-0.69%
1/9/2024,"1,924.56","1,941.81","1,943.22","1,922.63",1.42B,-0.17%
1/10/2024,"1,923.11","1,926.12","1,930.29","1,917.03",1.85B,-0.08%
1/11/2024,"1,915.10","1,928.40","1,929.24","1,912.90",1.18B,-0.42%
1/12/2024,"1,919.20","1,914.03","1,924.08","1,911.47",1.41B,0.21%
01/15/2024,"1,907.86","1,921.99","1,922.31","1,903.85",1.24B,-0.59%
01/16/2024,"1,899.55","1,906.56","1,908.21","1,896.98",1.42B,-0.44%
01/17/2024,"1,869.85","1,892.46","1,892.90","1,866.28",2.34B,-1.56%
01/18/2024,"1,865.12","1,873.23","1,880.46","1,860.17",1.96B,-0.25%
01/19/2024,"1,874.53","1,876.21","1,883.49","1,868.43",2.35B,0.50%
